customerID,risk_score,top_risk_drivers
7590-VHVEG,61.86,tenure; TotalCharges; InternetService Fiber optic
1670-SVOWZ,52.26,InternetService Fiber optic; tenure; MonthlyCharges
2227-JRSJX,26.42,InternetService Fiber optic; TechSupport Yes; PaymentMethod Electronic check
9847-HNVGP,5.65,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
6696-YDAYZ,5.13,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
8980-WQFWL,14.55,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1730-ZMAME,40.24,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6506-EYCNH,6.94,InternetService Fiber optic; tenure; Contract Two year
4634-JLRJT,39.1,tenure; TotalCharges; InternetService Fiber optic
9501-UKKNL,12.93,tenure; InternetService Fiber optic; PaymentMethod Electronic check
2560-QTSBS,5.16,tenure; InternetService Fiber optic; Contract One year
7541-YLXCL,9.49,InternetService Fiber optic; tenure; Contract One year
4795-WRNVT,8.67,InternetService Fiber optic; tenure; OnlineSecurity Yes
6080-TCMYC,37.23,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0260-ZDLGK,26.97,InternetService Fiber optic; tenure; TechSupport Yes
7860-UXCRM,5.47,Contract Two year; tenure; InternetService Fiber optic
6357-JJPQT,77.88,tenure; InternetService Fiber optic; TotalCharges
2292-XQWSV,8.75,InternetService Fiber optic; tenure; Contract One year
9552-TGUZV,36.1,tenure; OnlineSecurity Yes; InternetService Fiber optic
5913-INRQV,10.29,Contract One year; tenure; TotalCharges
8722-NGNBH,30.88,tenure; TotalCharges; InternetService Fiber optic
6210-KBBPI,76.97,tenure; InternetService Fiber optic; MonthlyCharges
9643-YBLUR,19.98,InternetService Fiber optic; tenure; MonthlyCharges
8734-FNWVH,9.41,InternetService Fiber optic; tenure; MonthlyCharges
9447-YPTBX,5.38,tenure; InternetService Fiber optic; Contract One year
0133-BMFZO,60.21,tenure; TotalCharges; OnlineSecurity Yes
6128-CZOMY,63.71,tenure; TotalCharges; InternetService Fiber optic
9540-JYROE,51.84,tenure; InternetService Fiber optic; PaymentMethod Electronic check
9026-LHEVG,26.38,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2260-USTRB,72.54,tenure; TotalCharges; InternetService Fiber optic
3656-TKRVZ,37.84,tenure; TotalCharges; InternetService Fiber optic
7011-CVEUC,22.7,InternetService Fiber optic; tenure; TechSupport Yes
6185-TASNN,63.48,tenure; TotalCharges; InternetService Fiber optic
7925-PNRGI,7.63,InternetService Fiber optic; tenure; TotalCharges
8623-TMRBY,38.04,tenure; PaymentMethod Electronic check; InternetService Fiber optic
1552-CZCLL,6.14,tenure; InternetService Fiber optic; Contract Two year
3038-PQIUY,9.55,InternetService Fiber optic; tenure; OnlineSecurity Yes
1501-SGHBW,53.23,tenure; TotalCharges; InternetService Fiber optic
9313-CDOGY,5.89,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8148-BPLZQ,14.35,InternetService Fiber optic; tenure; PaymentMethod Electronic check
2623-DRYAM,21.47,tenure; Contract One year; TotalCharges
9987-LUTYD,9.92,InternetService Fiber optic; Contract One year; OnlineSecurity Yes
3208-YPIOE,37.13,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4488-KQFDT,25.75,tenure; Contract One year; TotalCharges
2612-RANWT,74.8,InternetService Fiber optic; tenure; MonthlyCharges
5693-PIPCS,8.65,Contract Two year; tenure; InternetService Fiber optic
0491-KAPQG,46.37,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
1925-LFCZZ,12.19,tenure; InternetService Fiber optic; Contract One year
8039-EQPIM,5.22,Contract Two year; tenure; InternetService Fiber optic
6900-PXRMS,52.43,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
8707-RMEZH,12.14,tenure; Contract One year; TotalCharges
3346-BRMIS,40.6,PaymentMethod Electronic check; InternetService Fiber optic; SeniorCitizen
3209-ZPKFI,11.82,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6479-VDGRK,4.98,Contract Two year; tenure; InternetService Fiber optic
9373-WSLOY,13.14,InternetService Fiber optic; tenure; TechSupport Yes
2933-FILNV,55.56,tenure; TotalCharges; InternetService Fiber optic
3569-JFODW,5.1,Contract Two year; tenure; InternetService Fiber optic
9819-FBNSV,26.37,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9544-PYPSJ,18.46,tenure; TotalCharges; InternetService Fiber optic
1591-XWLGB,4.83,Contract Two year; tenure; InternetService Fiber optic
0396-UKGAI,9.11,InternetService Fiber optic; tenure; MonthlyCharges
3243-ZHOHY,5.95,Contract One year; InternetService Fiber optic; OnlineSecurity No internet service
5186-EJEGL,16.28,InternetService Fiber optic; tenure; OnlineSecurity Yes
7527-QNRUS,6.88,Contract Two year; InternetService Fiber optic; TotalCharges
9986-BONCE,9.88,tenure; InternetService Fiber optic; TechSupport No internet service
2722-JMONI,67.26,tenure; TotalCharges; SeniorCitizen
2203-GHNWN,26.36,InternetService Fiber optic; tenure; PaymentMethod Electronic check
3878-AVSOQ,84.03,tenure; TotalCharges; InternetService Fiber optic
3258-SYSWS,6.15,Contract Two year; tenure; TotalCharges
5296-PSYVW,4.87,Contract Two year; tenure; InternetService Fiber optic
6319-QSUSR,10.97,InternetService Fiber optic; TotalCharges; tenure
4083-EUGRJ,9.07,InternetService Fiber optic; OnlineSecurity No internet service; tenure
7579-OOPEC,46.24,tenure; TotalCharges; InternetService Fiber optic
0512-FLFDW,17.96,tenure; Contract One year; TotalCharges
1771-OADNZ,50.52,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0487-CRLZF,6.15,Contract Two year; tenure; InternetService Fiber optic
2107-FBPTK,50.12,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9451-WLYRI,5.57,InternetService Fiber optic; tenure; Contract One year
8219-VYBVI,4.98,Contract Two year; InternetService Fiber optic; tenure
1991-VOPLL,7.76,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
9738-QLWTP,12.53,Contract One year; tenure; PaymentMethod Electronic check
1016-DJTSV,61.04,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9419-IPPBE,24.02,Contract One year; tenure; PaymentMethod Electronic check
0174-QRVVY,4.84,Contract Two year; tenure; InternetService Fiber optic
5699-BNCAS,5.04,Contract Two year; tenure; InternetService Fiber optic
2900-PHPLN,4.82,Contract Two year; tenure; InternetService Fiber optic
0612-RTZZA,75.9,tenure; TotalCharges; SeniorCitizen
8106-GWQOK,5.57,Contract Two year; InternetService Fiber optic; tenure
8751-EDEKA,20.53,tenure; InternetService Fiber optic; PaymentMethod Electronic check
6878-GGDWG,7.47,InternetService Fiber optic; tenure; Contract Two year
4039-PIMHX,8.66,Contract Two year; tenure; InternetService Fiber optic
8450-LUGUK,5.15,Contract Two year; InternetService Fiber optic; tenure
3604-WLABM,18.52,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0795-GMVQO,12.26,tenure; OnlineSecurity Yes; Contract One year
2259-OUUSZ,15.24,Contract One year; tenure; InternetService Fiber optic
1142-IHLOO,13.82,tenure; Contract One year; TotalCharges
6410-LEFEN,36.9,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4633-MKHYU,72.7,tenure; InternetService Fiber optic; MonthlyCharges
6257-RJOHI,32.85,tenure; InternetService Fiber optic; TotalCharges
1545-JFUML,8.78,Contract Two year; tenure; TotalCharges
3194-ORPIK,28.41,tenure; InternetService Fiber optic; TotalCharges
7826-VVKWT,17.97,Contract Two year; InternetService Fiber optic; PaymentMethod Electronic check
1353-GHZOS,8.72,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
2587-EKXTS,26.27,OnlineSecurity Yes; tenure; InternetService Fiber optic
5442-BXVND,6.24,InternetService Fiber optic; tenure; OnlineSecurity No internet service
8816-VXNZD,85.66,tenure; TotalCharges; InternetService Fiber optic
9378-FXTIZ,8.66,tenure; InternetService Fiber optic; Contract One year
1723-HKXJQ,48.38,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7825-GKXMW,59.47,tenure; TotalCharges; InternetService Fiber optic
9753-OYLBX,26.9,tenure; TotalCharges; InternetService Fiber optic
2364-UFROM,8.23,InternetService Fiber optic; tenure; Contract One year
6656-JWRQX,40.87,tenure; TotalCharges; InternetService Fiber optic
6473-ULUHT,15.17,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
1240-KNSEZ,49.58,tenure; TotalCharges; InternetService Fiber optic
0836-SEYLU,29.48,tenure; InternetService Fiber optic; TotalCharges
4433-JCGCG,51.99,InternetService Fiber optic; tenure; PaymentMethod Electronic check
3716-BDVDB,85.35,tenure; TotalCharges; InternetService Fiber optic
7688-AWMDX,5.97,Contract Two year; tenure; InternetService Fiber optic
2842-BCQGE,26.73,tenure; InternetService Fiber optic; PaymentMethod Electronic check
7244-QWYHG,6.7,tenure; InternetService Fiber optic; Contract One year
5899-MQZZL,58.04,InternetService Fiber optic; tenure; Contract Two year
6849-OYAMU,21.47,InternetService Fiber optic; Contract One year; MonthlyCharges
5312-UXESG,27.45,tenure; InternetService Fiber optic; TotalCharges
9488-HGMJH,84.22,tenure; TotalCharges; InternetService Fiber optic
6038-GCYEC,18.45,InternetService Fiber optic; tenure; Contract Two year
2150-WLKUW,7.36,InternetService Fiber optic; tenure; Contract One year
7159-FVYPK,35.37,tenure; InternetService Fiber optic; TotalCharges
7032-LMBHI,7.12,InternetService Fiber optic; tenure; Contract One year
1150-WFARN,7.99,Contract Two year; tenure; TotalCharges
6088-BXMRG,43.45,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3144-AUDBS,42.39,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4821-SJHJV,28.93,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
7346-MEDWM,25.2,tenure; TotalCharges; PaymentMethod Electronic check
1137-DGOWI,7.52,InternetService Fiber optic; tenure; Contract One year
5616-PRTNT,24.18,PaymentMethod Electronic check; InternetService Fiber optic; TotalCharges
3812-LRZIR,6.96,Contract Two year; InternetService Fiber optic; PaymentMethod Electronic check
4818-QIUFN,39.7,OnlineSecurity Yes; InternetService Fiber optic; PaymentMethod Electronic check
9483-GCPWE,5.84,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
4227-OJHAL,7.29,tenure; InternetService Fiber optic; Contract One year
9220-CXRSC,5.77,Contract Two year; tenure; InternetService Fiber optic
4993-JCRGJ,19.16,tenure; InternetService Fiber optic; PaymentMethod Electronic check
9537-JALFH,4.88,Contract Two year; tenure; InternetService Fiber optic
6698-OXETB,5.75,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
2103-ZRXFN,57.92,tenure; TotalCharges; InternetService Fiber optic
3724-BSCVH,6.04,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
4877-TSOFF,6.72,tenure; InternetService Fiber optic; Contract One year
9209-NWPGU,8.55,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6961-VCPMC,39.83,InternetService Fiber optic; tenure; PaymentMethod Electronic check
7306-YDSOI,5.29,Contract Two year; tenure; InternetService Fiber optic
5288-AHOUP,64.75,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6688-UZPWD,80.19,InternetService Fiber optic; tenure; MonthlyCharges
0655-YDGFJ,10.0,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8468-EHYJA,25.56,tenure; TotalCharges; OnlineSecurity Yes
6823-SIDFQ,4.98,InternetService Fiber optic; tenure; Contract One year
1097-FSPVW,9.08,InternetService Fiber optic; tenure; TotalCharges
2839-RFSQE,8.71,tenure; InternetService Fiber optic; TotalCharges
8328-SKJNO,7.43,InternetService Fiber optic; Contract One year; tenure
7010-ZMVBF,6.32,InternetService Fiber optic; tenure; Contract Two year
5201-CBWYG,5.36,tenure; InternetService Fiber optic; Contract One year
0968-GSIKN,82.67,tenure; TotalCharges; InternetService Fiber optic
1965-DDBWU,42.44,InternetService Fiber optic; tenure; TechSupport Yes
9057-SIHCH,86.59,tenure; InternetService Fiber optic; TotalCharges
6352-GIGGQ,9.48,tenure; InternetService Fiber optic; Contract Two year
3635-QQRQD,4.93,Contract Two year; tenure; InternetService Fiber optic
6771-XWBDM,26.89,tenure; InternetService Fiber optic; TotalCharges
2897-DOVND,68.38,tenure; InternetService Fiber optic; TotalCharges
3082-YVEKW,5.92,Contract Two year; InternetService Fiber optic; tenure
0191-EQUUH,7.1,Contract Two year; InternetService Fiber optic; tenure
7134-HBPBS,8.06,Contract Two year; tenure; TotalCharges
3489-HHPFY,79.62,tenure; InternetService Fiber optic; TotalCharges
2926-JEJJC,6.75,InternetService Fiber optic; Contract One year; tenure
8601-QACRS,34.85,tenure; InternetService Fiber optic; MonthlyCharges
4950-BDEUX,16.53,tenure; InternetService Fiber optic; PaymentMethod Electronic check
5789-LDFXO,6.49,InternetService Fiber optic; tenure; Contract One year
0508-OOLTO,66.03,tenure; InternetService Fiber optic; TotalCharges
2984-TBYKU,6.13,Contract Two year; tenure; OnlineSecurity Yes
9822-WMWVG,24.64,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
2391-SOORI,32.05,tenure; OnlineSecurity Yes; InternetService Fiber optic
9040-KZVWO,12.31,Contract One year; InternetService Fiber optic; tenure
2645-QTLMB,79.53,tenure; InternetService Fiber optic; MonthlyCharges
4806-HIPDW,85.83,tenure; TotalCharges; InternetService Fiber optic
1548-ARAGG,20.24,tenure; InternetService Fiber optic; MonthlyCharges
6339-RZCBJ,5.63,Contract Two year; tenure; InternetService Fiber optic
4424-TKOPW,87.53,tenure; TotalCharges; InternetService Fiber optic
4415-WNGVR,14.44,InternetService Fiber optic; Contract One year; OnlineSecurity Yes
2522-AHJXR,17.51,tenure; InternetService Fiber optic; TotalCharges
0412-UCCNP,6.82,Contract Two year; tenure; InternetService Fiber optic
1816-FLZDK,43.56,tenure; TotalCharges; InternetService Fiber optic
7096-UCLNH,25.96,tenure; TotalCharges; InternetService Fiber optic
8443-ZRDBZ,78.14,tenure; InternetService Fiber optic; TotalCharges
9136-ALYBR,61.5,tenure; TotalCharges; InternetService Fiber optic
4615-PIVVU,6.79,Contract Two year; tenure; InternetService Fiber optic
8885-QSQBX,36.9,tenure; TotalCharges; InternetService Fiber optic
7479-NITWS,79.53,tenure; InternetService Fiber optic; MonthlyCharges
8617-ENBDS,61.89,tenure; InternetService Fiber optic; TotalCharges
9385-NXKDA,5.29,Contract Two year; tenure; InternetService Fiber optic
0430-IHCDJ,33.18,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
2959-MJHIC,77.48,tenure; InternetService Fiber optic; TotalCharges
6674-KVJHG,7.88,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
1814-DKOLC,8.82,tenure; InternetService Fiber optic; TechSupport No internet service
4201-JMNGR,68.35,tenure; TotalCharges; SeniorCitizen
9351-HXDMR,7.11,Contract Two year; tenure; TotalCharges
3537-HPKQT,19.66,tenure; InternetService Fiber optic; TotalCharges
2129-ALKBS,6.61,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5821-MMEIL,4.95,Contract Two year; tenure; InternetService Fiber optic
5960-WPXQM,86.66,tenure; TotalCharges; InternetService Fiber optic
0684-AOSIH,78.84,tenure; TotalCharges; InternetService Fiber optic
8260-NGFNY,52.12,tenure; TotalCharges; InternetService Fiber optic
1309-XGFSN,11.21,InternetService Fiber optic; tenure; Contract One year
1866-RZZQS,54.34,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6968-URWQU,8.98,InternetService Fiber optic; tenure; Contract One year
4742-TXUEX,5.01,Contract Two year; InternetService Fiber optic; tenure
9631-XEYKE,48.35,tenure; TotalCharges; InternetService Fiber optic
8631-NBHFZ,12.88,Contract Two year; SeniorCitizen; tenure
1335-MXCSE,5.8,Contract Two year; tenure; InternetService Fiber optic
8873-TMKGR,5.07,InternetService Fiber optic; tenure; Contract One year
8800-JOOCF,63.55,InternetService Fiber optic; PaymentMethod Electronic check; tenure
1469-LBJQJ,35.88,tenure; TotalCharges; InternetService Fiber optic
4958-XCBDQ,52.11,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8337-UPOAQ,82.15,tenure; InternetService Fiber optic; MonthlyCharges
0064-YIJGF,29.15,InternetService Fiber optic; tenure; PaymentMethod Electronic check
2386-OWURY,25.37,tenure; TotalCharges; InternetService Fiber optic
1725-IQNIY,11.97,Contract Two year; InternetService Fiber optic; tenure
0310-VQXAM,8.66,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
6598-RFFVI,6.17,tenure; Contract One year; TotalCharges
3453-RTHJQ,60.0,tenure; InternetService Fiber optic; PaymentMethod Electronic check
6712-OAWRH,47.49,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6278-FEPBZ,8.42,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
4280-DLSHD,16.34,InternetService Fiber optic; tenure; MonthlyCharges
1508-DFXCU,64.94,InternetService Fiber optic; PaymentMethod Electronic check; tenure
8614-VGMMV,33.21,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7868-BGSZA,13.57,InternetService Fiber optic; PaymentMethod Electronic check; tenure
